,Title,Year,imdbID,Rated,Director,Actors,Language,Plot,IMDb_link,Runtime,BoxOffice,IMDb,RT,Meta,poster_path,backdrop_path,Watched,Season
185,The Blood of Heroes,1989,tt0094764,R,David Webb Peoples,"Rutger Hauer, Joan Chen, Delroy Lindo",English,"In a future where most of mankind and technology is wiped out, six people travel from place to place playing a brutal form of football with a dog skull. They hope one day to play in the league in a city.",https://www.imdb.com/title/tt0094764,90,882290.0,6.3,22.0,,/hWIDNOsF1yeGTR7jG42VzS1AHmI.jpg,/wvvFqriQZcwFdZsDQCLY5Rh6C7W.jpg,True,3.0
186,The Cabin in the Woods,2011,tt1259521,R,Drew Goddard,"Kristen Connolly, Chris Hemsworth, Anna Hutchison","English, Japanese",A group of kids go to a remote cabin in the woods where their fate is unknowingly controlled by technicians as part of a world-wide conspiracy where all horror movie clichés are revealed to be part of an elaborate sacrifice ritual.,https://www.imdb.com/title/tt1259521,95,42073277.0,7.0,92.0,72.0,/kjDXrK3ReIwuDrpWElI5OQkKYTA.jpg,/dWLoSzvw52y1gt7ni9gZXdy693e.jpg,True,2.0
187,The Congress,2013,tt1821641,Not Rated,Ari Folman,"Robin Wright, Harvey Keitel, Jon Hamm",English,"An aging, out-of-work actress accepts one last job, though the consequences of her decision affect her in ways she didn't consider.",https://www.imdb.com/title/tt1821641,122,137815.0,6.4,72.0,63.0,/oeT9rwfCBayxgVoUn1yZGmkZlUq.jpg,/8DTL9HCoQ1sfzyrCqDp1anRJtbN.jpg,False,5.0
188,The Core,2003,tt0298814,PG-13,Jon Amiel,"Aaron Eckhart, Hilary Swank, Delroy Lindo",English,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.,https://www.imdb.com/title/tt0298814,135,31186896.0,5.5,39.0,48.0,/jaG2vih2z4V5fP9pnYSIL65lr8d.jpg,/v2YxWPX2yKdo6arIAknJzKLxhZY.jpg,True,9.0
189,The Day the Earth Stood Still,2008,tt0970416,PG-13,Scott Derrickson,"Keanu Reeves, Jennifer Connelly, Kathy Bates","English, Mandarin",A remake of the 1951 classic science fiction film about an alien visitor and his giant robot counterpart who visit Earth.,https://www.imdb.com/title/tt0970416,104,79366978.0,5.5,21.0,40.0,/3744nDNrKIFcgXEDL2WDkqYc7vF.jpg,/9UUikoZdhXglbIIbUifXFsAbPUE.jpg,True,1.0
190,The Faculty,1998,tt0133751,R,Robert Rodriguez,"Jordana Brewster, Clea DuVall, Laura Harris",English,"When Casey Connor, Herrington High School's newspaper photographer, witnesses the murder of a nurse and sees her alive again, he decides to investigate the bizarre happenings.",https://www.imdb.com/title/tt0133751,104,40283321.0,6.6,58.0,61.0,/5XetJwmAiDC0EtH23NIXaqFn3Wl.jpg,/kswfKIkD0urnHhZK991aRdZ3Z8T.jpg,False,9.0
191,The Fifth Element,1997,tt0119116,PG-13,Luc Besson,"Bruce Willis, Milla Jovovich, Gary Oldman","English, Swedish, German, Arabic, Egyptian (Ancient)","In the colorful future, a cab driver unwittingly becomes the central figure in the search for a legendary cosmic weapon to keep Evil and Mr. Zorg at bay.",https://www.imdb.com/title/tt0119116,126,63820180.0,7.6,71.0,52.0,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,/gEFe2joIQUopBmMPXOHPxuX2f4u.jpg,True,8.0
192,The Fly,1986,tt0091064,R,David Cronenberg,"Jeff Goldblum, Geena Davis, John Getz",English,A brilliant but eccentric scientist begins to transform into a giant man/fly hybrid after one of his experiments goes horribly wrong.,https://www.imdb.com/title/tt0091064,96,40456565.0,7.6,93.0,79.0,/8gZWMhJHRvaXdXsNhERtqNHYpH3.jpg,/cFnv7rB6I9gtZ0eTR7nPgjKNe0Q.jpg,True,1.0
193,The Fountain,2006,tt0414993,PG-13,Darren Aronofsky,"Hugh Jackman, Rachel Weisz, Sean Patrick Thomas","English, Maya","As a modern-day scientist, Tommy is struggling with mortality, desperately searching for the medical breakthrough that will save the life of his cancer-stricken wife, Izzi.",https://www.imdb.com/title/tt0414993,97,10144010.0,7.2,53.0,51.0,/t18RxTAw8AW0V5f0bKHpezRaGa6.jpg,/9RNJ0pKYA8EQiMa0lFZ68gzeElH.jpg,True,6.0
194,The Happening,2008,tt0949731,R,M. Night Shyamalan,"Mark Wahlberg, Zooey Deschanel, John Leguizamo","English, French","A science teacher, his wife, and a young girl struggle to survive a plague that causes those infected to commit suicide.",https://www.imdb.com/title/tt0949731,91,64506874.0,5.0,18.0,34.0,/v1Cw6WaCjNqInpAzUwbXB4LGgoX.jpg,/kDGBcBTMcYw97wchi1xrEGvPL1h.jpg,True,4.0
195,The Ice Pirates,1984,tt0087451,PG,Stewart Raffill,"Robert Urich, Mary Crosby, Michael D. Roberts",English,"In a distant future scarce of water, space pirates get caught after stealing ice from a spaceship. They are sold to a princess looking for her dad. He might have found a planet abundant with water.",https://www.imdb.com/title/tt0087451,94,14255801.0,5.6,17.0,44.0,/tv2iZbQYWwKcWOUWVFxOhcchKZT.jpg,/cOSXpy1zfwmvO7ONEM37gDiNe9t.jpg,True,6.0
196,The Infinite Man,2014,tt2553424,Not Rated,Hugh Sullivan,"Josh McConville, Hannah Marshall, Alex Dimitriades",English,A man's attempt to construct the ultimate romantic weekend backfires when his quest for perfection traps his lover in an infinite loop.,https://www.imdb.com/title/tt2553424,85,,6.2,95.0,,/uAzV7D3nRyFbYe6EkuV1J6OHiQ0.jpg,/6FkLR9rpsMviZU7lWRAKgLuG9Zt.jpg,True,6.0
197,The Iron Giant,1999,tt0129167,PG,Brad Bird,"Eli Marienthal, Harry Connick Jr., Jennifer Aniston",English,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,https://www.imdb.com/title/tt0129167,86,23315035.0,8.1,96.0,85.0,/ct04FCFLPImNG5thcPLRnVsZlmS.jpg,/gZ78dyRH9hXeH94ASjuvD9Vw4b5.jpg,False,9.0
199,The Island of Dr. Moreau,1996,tt0116654,PG-13,"John Frankenheimer, Richard Stanley","David Thewlis, Marlon Brando, Val Kilmer","English, Indonesian","After being rescued and brought to an island, a man discovers that its inhabitants are experimental animals being turned into strange-looking humans, all of it the work of a visionary doctor.",https://www.imdb.com/title/tt0116654,96,27663982.0,4.6,22.0,37.0,/hOJeQXve8W9rNRhdgC1WV3GQJyA.jpg,/5kAeJB8wR1Be0EFG7QjKdwFfHx7.jpg,False,10.0
198,The Island of Dr. Moreau,1977,tt0076210,PG,Don Taylor,"Burt Lancaster, Michael York, Nigel Davenport",English,A shipwrecked survivor discovers a remote island owned by a crazed scientist who is carrying out sinister experiments on the island's inhabitants.,https://www.imdb.com/title/tt0076210,99,,5.9,54.0,,/q5kWAWxb3eWCkxFNT6WCipAnpQe.jpg,/t4d80bW4Vn86EVIQW0eV2NjhFBh.jpg,False,10.0
200,The Last Starfighter,1984,tt0087597,PG,Nick Castle,"Lance Guest, Robert Preston, Kay E. Kuter",English,"High schooler Alex Rogan conquers the Starfighter video game, only to find out it was just a test, and is transported to another planet. He has been recruited to join a team of the best starfighters to defend their world from the ...",https://www.imdb.com/title/tt0087597,100,28733290.0,6.7,76.0,67.0,/an1H0DPADLDlEsiUy8vE9AWqrhm.jpg,/xI78c4sz0Vw1rafa5y5LHYzNbqW.jpg,True,3.0
201,The Lathe of Heaven,1980,tt0081036,,"Fred Barzyk, David R. Loxton","Bruce Davison, Peyton E. Park, Niki Flacks",English,"In a highly controlled and overpopulated society, a man who has terrifying dreams that affect reality is assigned a psychiatrist who takes advantage of the situation.",https://www.imdb.com/title/tt0081036,105,,7.1,,,/xQwNDyCXROg7LalX9f7mqTrCFfg.jpg,/lTKWc4HWs0aKLzEOIfXq1GLB7Uz.jpg,True,4.0
202,The Lawnmower Man,1992,tt0104692,R,Brett Leonard,"Jeff Fahey, Pierce Brosnan, Jenny Wright",English,A simple man is turned into a genius through the application of computer science.,https://www.imdb.com/title/tt0104692,108,32100816.0,5.4,37.0,42.0,/1VLqWcel87oYVmN383FgSH0mCTY.jpg,/rbPZNYkHOuRTSedWrq1rONVeZvp.jpg,True,5.0
203,The Lobster,2015,tt3464902,R,Yorgos Lanthimos,"Colin Farrell, Rachel Weisz, Jessica Barden","English, French, Greek","In a dystopian near future, according to the laws of The City, single people are taken to The Hotel, where they are obliged to find a romantic partner in 45 days or they're transformed into beasts and sent off into The Woods.",https://www.imdb.com/title/tt3464902,119,9077245.0,7.1,87.0,82.0,/7Y9ILV1unpW9mLpGcqyGQU72LUy.jpg,/s48CvFbWoWHhSPgz2wW9Rffw04q.jpg,True,4.0
204,The Man Who Fell to Earth,1976,tt0074851,R,Nicolas Roeg,"David Bowie, Rip Torn, Candy Clark",English,"An alien must pose as a human to save his dying planet, but a woman and greed of other men create complications.",https://www.imdb.com/title/tt0074851,139,100072.0,6.6,79.0,81.0,/gwmPVphE5DMFFGXGMhfEFyxOOYj.jpg,/xarA1q7NcqPVXD2gOKslUeynqRD.jpg,True,2.0
205,The Man from Earth,2007,tt0756683,Not Rated,Richard Schenkman,"David Lee Smith, Tony Todd, John Billingsley",English,An impromptu goodbye party for Professor John Oldman becomes a mysterious interrogation after the retiring scholar reveals to his colleagues he has a longer and stranger past than they can imagine.,https://www.imdb.com/title/tt0756683,87,,7.8,100.0,,/V086R82gNgWrotaXZFO4JhdgB1.jpg,/gt4EnUGbbGbNOX0q47YII3WxB48.jpg,False,10.0
206,The Martian,2015,tt3659388,PG-13,Ridley Scott,"Matt Damon, Jessica Chastain, Kristen Wiig","English, Mandarin","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive and can survive until a potential rescue.",https://www.imdb.com/title/tt3659388,144,228433663.0,8.0,91.0,80.0,/5BHuvQ6p9kfc091Z8RiFNhCwL4b.jpg,/9pubUbDX3eKB6ZuKxbFgv4cBZrz.jpg,True,4.0
207,The Matrix,1999,tt0133093,R,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss",English,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",https://www.imdb.com/title/tt0133093,136,172076928.0,8.7,83.0,73.0,/f89U3ADr1oiB1s9GkdPOEpXUk5H.jpg,/icmmSD4vTTDKOq2vvdulafOGw93.jpg,False,7.0
208,The Matrix Reloaded,2003,tt0234215,R,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","English, French, Italian","Freedom fighters Neo, Trinity and Morpheus continue to lead the revolt against the Machine Army, unleashing their arsenal of extraordinary skills and weaponry against the systematic forces of repression and exploitation.",https://www.imdb.com/title/tt0234215,138,281576461.0,7.2,73.0,62.0,/9TGHDvWrqKBzwDxDodHYXEmOE6J.jpg,/ihOJcrorpDQtHTzIOrobbOhpJsj.jpg,False,7.0
209,The Matrix Revolutions,2003,tt0242653,R,"Lana Wachowski, Lilly Wachowski","Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss","English, French",The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,https://www.imdb.com/title/tt0242653,129,139313948.0,6.7,34.0,47.0,/tyXwreXv4pfo4T4aplTKIp7f9GI.jpg,/533xAMhhVyjTy8hwMUFEt5TuDfR.jpg,False,7.0
210,The Ninth Configuration,1980,tt0081237,R,William Peter Blatty,"Stacy Keach, Scott Wilson, Jason Miller",English,"An ex-marine psychiatrist attempts to rehabilitate his patients by indulging their fantasies, and seeks to prove the existence of a loving God to one especially troubled inmate.",https://www.imdb.com/title/tt0081237,118,,6.8,81.0,46.0,/jlQMBckfnLhiCusar62sJ7WCKBv.jpg,/dkZuDDTA6EJgCTXKoVTlXon8mkG.jpg,True,1.0
211,The Omega Man,1971,tt0067525,PG,Boris Sagal,"Charlton Heston, Anthony Zerbe, Rosalind Cash",English,Dr Robert Neville has developed an experimental vaccine which makes him the only immune survivor of a biological catastrophe. A gang of homicidal mutants blame science for their condition and attempt to kill him.,https://www.imdb.com/title/tt0067525,98,8720000.0,6.4,65.0,56.0,/qlt65C43HeoDm5K5gYBtT20OeA1.jpg,/3ZiuypiyAtyxTcjZjkK7aGjWRBa.jpg,True,2.0
212,The One I Love,2014,tt2756032,R,Charlie McDowell,"Mark Duplass, Elisabeth Moss, Ted Danson",English,"A troubled couple vacate to a beautiful getaway, but bizarre circumstances further complicate their situation.",https://www.imdb.com/title/tt2756032,91,513447.0,7.0,83.0,66.0,/ewsYTI6KKQw3IDPFmVVbHq89kxv.jpg,/32QQ6RG5haSRrKXnFIq0sryzWJs.jpg,True,3.0
213,The Platform,2019,tt8228288,TV-MA,Galder Gaztelu-Urrutia,"Ivan Massagué, Zorion Eguileor, Antonia San Juan","Spanish, Italian, Russian","In a prison where inmates are fed on a descending platform, those on the upper levels take more than their fair share while those below are left to starve on scraps, and one man decides to change the system.",https://www.imdb.com/title/tt8228288,94,,7.0,81.0,73.0,/8ZX18L5m6rH5viSYpRnTSbb9eXh.jpg,/3tkDMNfM2YuIAJlvGO6rfIzAnfG.jpg,True,9.0
214,The Right Stuff,1983,tt0086197,PG,Philip Kaufman,"Sam Shepard, Scott Glenn, Ed Harris","English, Russian, Spanish","The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers pr...",https://www.imdb.com/title/tt0086197,193,21192102.0,7.8,96.0,91.0,/btqTjNRxecYgQ1FGfVlLqSSNjz.jpg,/w2KUVzeOC1u6cQwvUV0qqi7QYxs.jpg,False,9.0
215,The Rocketeer,1991,tt0102803,PG,Joe Johnston,"Billy Campbell, Jennifer Connelly, Alan Arkin","English, German",A young pilot stumbles onto a prototype jetpack that allows him to become a high-flying masked hero.,https://www.imdb.com/title/tt0102803,108,46704056.0,6.6,67.0,61.0,/2tDFRESFwKww1LHRE8W1Exj9edH.jpg,/2fQ6d8B0wgKTr2c7aHcDW8DqwIB.jpg,False,9.0
216,The Running Man,1987,tt0093894,R,Paul Michael Glaser,"Arnold Schwarzenegger, Maria Conchita Alonso, Yaphet Kotto","English, Italian, Japanese","In a dystopian America, a falsely convicted policeman gets his shot at freedom when he must forcibly participate in a TV game show where convicts, runners, must battle killers for their freedom.",https://www.imdb.com/title/tt0093894,101,38122105.0,6.6,67.0,45.0,/iRF4a7ZBbLf6cB9QtHbhXQOXNuL.jpg,/bNWwJOWS3Lcu7Wvd9AYppyb6jWO.jpg,True,8.0
217,The Signal,2014,tt2910814,PG-13,William Eubank,"Brenton Thwaites, Olivia Cooke, Beau Knapp",English,"On a road trip, Nic and two friends are drawn to an isolated area by a computer genius. When everything suddenly goes dark, Nic regains consciousness - only to find himself in a waking nightmare.",https://www.imdb.com/title/tt2910814,97,600896.0,6.0,61.0,54.0,/opZNdMgVBl3kKpKlW58PXnLZKFV.jpg,/oxZh9qhkxfOczKmTang0j9a06Bx.jpg,True,3.0
218,The Similars,2015,tt3949658,,Isaac Ezban,"Gustavo Sánchez Parra, Cassandra Ciangherotti, Fernando Becerril",Spanish,"On the rainy night of October 2, 1968, eight characters waiting on a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon.",https://www.imdb.com/title/tt3949658,89,,5.8,95.0,,/gFySRlyCiay9wsqPUcIIyXf2VwL.jpg,/egVHpPXhD0cy5UZlgiFy2Zpy1tB.jpg,False,10.0
219,The Sticky Fingers of Time,1997,tt0127302,,Hilary Brougher,"Terumi Matthews, Nicole Zaray, Belinda Becker",English,"A writer, Tucker Harding, is hired to cover an article on the hydrogen-bomb test, Nevada, 1952. While there, radiation mutates her code/soul, spawning in her the ability to travel through time by force of will. Not long after she ...",https://www.imdb.com/title/tt0127302,81,1610.0,6.1,83.0,59.0,/tV6CgLqPopQcVW7ZvFg80CsL2Hx.jpg,/hej0JcZEvu9oLNvs9vbig4euDvO.jpg,True,5.0
220,The Terminator,1984,tt0088247,R,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Michael Biehn","English, Spanish","The Terminator, a cyborg assassin from the future, attempts to find and kill Sarah Connor, a waitress who is destined to give birth to a man who will save humankind from extinction.",https://www.imdb.com/title/tt0088247,107,38371200.0,8.1,100.0,84.0,/qvktm0BHcnmDpul4Hz01GIazWPr.jpg,/ffdqHMWkh1h9MABwIfbfRJhgFW6.jpg,True,8.0
221,The Thing,1982,tt0084787,R,John Carpenter,"Kurt Russell, Wilford Brimley, Keith David","English, Norwegian",A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.,https://www.imdb.com/title/tt0084787,109,19857465.0,8.2,85.0,57.0,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,/r9leYNa8nTRCceZrZhP1DXkgKVb.jpg,True,2.0
222,The Thirteenth Floor,1999,tt0139809,R,Josef Rusnak,"Craig Bierko, Gretchen Mol, Armin Mueller-Stahl",English,"Computer scientist Douglas Hall unknowingly gets involved in the murder of his colleague, Hannon Fuller, a computer genius, who is killed just before the testing of his newly launched virtual reality simulation programme.",https://www.imdb.com/title/tt0139809,100,11916661.0,7.0,28.0,36.0,/7oaie3ZBc9UuWZLF24crro1pone.jpg,/nJ0jz1J3zNja31UEMeklhgFeMw5.jpg,False,4.0
223,The Truman Show,1998,tt0120382,PG,Peter Weir,"Jim Carrey, Ed Harris, Laura Linney",English,"An insurance salesman is oblivious of the fact that his entire life is a TV show and his family members are mere actors. As he starts noticing things and uncovers the truth, he decides to escape.",https://www.imdb.com/title/tt0120382,103,125618201.0,8.2,94.0,90.0,/vuza0WqY239yBXOadKlGwJsZJFE.jpg,/aCHn2TXYJfzPXQKA6r9mKPbMlUB.jpg,True,8.0
224,The Vast of Night,2019,tt6803046,PG-13,Andrew Patterson,"Sierra McCormick, Jake Horowitz, Gail Cronauer",English,"One night in New Mexico, in the late 1950s, a switchboard operator and radio DJ start hearing a strange signal over a radio frequency.",https://www.imdb.com/title/tt6803046,91,,6.7,92.0,84.0,/q2P9lYkctl5Ory71HEBMaFxbVlD.jpg,/u3irmJ8d9HPDk4udWV385K8mSQJ.jpg,True,9.0
225,The Wandering Earth,2019,tt7605074,TV-MA,Frant Gwo,"Jing Wu, Man-Tat Ng, Zhi Wang",Mandarin,"With the sun dying out, a group of brave astronauts set out to find new planet for the whole human race.",https://www.imdb.com/title/tt7605074,125,5971413.0,5.9,70.0,57.0,/AtWfsYZGW69YcCYOaVZ0EKNN14v.jpg,/wIrqeoJHYtZmneqIufPtcOHMjOg.jpg,True,7.0
0,The Year of the Sex Olympics,1968,tt0142001,15,Michael Elliott,"Leonard Rossiter, Suzanne Neve, Tony Vogel, Brian Cox",English,"Influenced by concerns about overpopulation, the counterculture of the 1960s and the societal effects of television, the play depicts a world of the future where a small elite control the media, keeping the lower classes docile by serving them an endless diet of lowest common denominator programmes and pornography. The play concentrates on an idea the programme controllers have for a new programme which will follow the trials and tribulations of a group of people left to fend for themselves on a remote island. In this respect, the play is often cited as having anticipated the craze for reality television.",https://www.imdb.com/title/tt0142001,105,,7.0,,,/ztJENDWvfNA7jQiuVTqBm5CLyZk.jpg,/x776jj9rOKIFCNAIATagE992BbT.jpg,True,1.0
226,These Final Hours,2013,tt2268458,R,Zak Hilditch,"Nathan Phillips, Angourie Rice, Jessica De Gouw",English,"A self-obsessed young man makes his way to the party-to-end-all-parties on the last day on Earth, but ends up saving the life of a little girl searching for her father. Their relationship ultimately leads him on the path to redemp...",https://www.imdb.com/title/tt2268458,87,,6.6,85.0,61.0,/AmVgGpLdAUzCszbyQ4THY8eB0HL.jpg,/vnD6QKkhwVgLRYyqZ1dqvfFUXV3.jpg,True,6.0
227,They Live,1988,tt0096256,R,John Carpenter,"Roddy Piper, Keith David, Meg Foster",English,They influence our decisions without us knowing it. They numb our senses without us feeling it. They control our lives without us realizing it. They live.,https://www.imdb.com/title/tt0096256,94,13447978.0,7.2,87.0,55.0,/ngnybFTuopfbfmmEeX9jjBQQmF6.jpg,/ybQY0GgRrSx8hvH97MxOydQlfp1.jpg,True,1.0
228,Things to Come,1936,tt0028358,Not Rated,William Cameron Menzies,"Raymond Massey, Edward Chapman, Ralph Richardson",English,"The story of a century: a decades-long second World War leaves plague and anarchy, then a rational state rebuilds civilization and attempts space travel.",https://www.imdb.com/title/tt0028358,100,,6.6,91.0,,/AqDTWCGOogxtIVKa6RAOhOaHkS.jpg,/wa6uAXC6ei0BwaDiShwLjbMCLfe.jpg,False,1.0
229,This Island Earth,1955,tt0047577,Approved,"Joseph M. Newman, Jack Arnold","Jeff Morrow, Faith Domergue, Rex Reason",English,Aliens come to Earth seeking scientists to help them in their war.,https://www.imdb.com/title/tt0047577,86,,5.9,75.0,,/2viRDpHmhzQoreZok2auLjkVbSE.jpg,/inQQLXDOkb3jwDqNqHF8Lnel6yU.jpg,True,2.0
230,Threads,1984,tt0090163,TV-MA,Mick Jackson,"Karen Meagher, Reece Dinsdale, David Brierly",English,"The effects of a nuclear holocaust on the working class city of Sheffield, England and the eventual long-term effects of nuclear war on civilization.",https://www.imdb.com/title/tt0090163,112,,8.0,100.0,92.0,/szefDW6E7DiZGivuu1U0ITsIT4s.jpg,/xCoWt5obm6UYNyxmnGr253ADU6M.jpg,False,10.0
231,Time After Time,1979,tt0080025,PG,Nicholas Meyer,"Malcolm McDowell, Mary Steenburgen, David Warner",English,H.G. Wells pursues Jack the Ripper to the 20th Century when the serial murderer uses the future writer's time machine to escape his time period.,https://www.imdb.com/title/tt0080025,112,,7.0,88.0,69.0,/A4SXZxQempzTUReRlQiFaYc6KaC.jpg,/1HDpR7nLqQcGSdbC41pSxCPjjyH.jpg,True,5.0
232,Time Trap,2017,tt4815122,Not Rated,"Mark Dennis, Ben Foster","Reiley McClendon, Cassidy Gifford, Brianne Howey",English,A professor enters a cave and goes missing. Some of his students come looking for him and get trapped in the cave as well.,https://www.imdb.com/title/tt4815122,87,,6.2,62.0,46.0,/8w0hBC9kLy56F7rjwGIe8JtIrHS.jpg,/lRFtFFIoGQfHxyHNS254Ew7PV9c.jpg,False,10.0
233,Time of the Wolf,2003,tt0324197,R,Michael Haneke,"Isabelle Huppert, Anaïs Demoustier, Béatrice Dalle","French, Romanian","When Anna and her family arrive at their holiday home, they find it occupied by strangers. This confrontation is just the beginning of a painful learning process.",https://www.imdb.com/title/tt0324197,114,61439.0,6.4,67.0,71.0,/10tjiBzMlvGYPpNpjHUOzMKNC6P.jpg,/fx3dceNJMq7RHC03YWjdHYzweA2.jpg,False,7.0
234,Timecrimes,2007,tt0480669,R,Nacho Vigalondo,"Karra Elejalde, Candela Fernández, Bárbara Goenaga",Spanish,A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,https://www.imdb.com/title/tt0480669,92,39127.0,7.1,90.0,68.0,/zdxQRP7mzczMJBwKnv8MCPRq7rQ.jpg,/anA2hEvG5SWrYETwcJ1SUPUfKDz.jpg,True,1.0
235,Timescape,2022,tt9672824,,Aristomenis Tsirbas,"Patricia Summersett, Michel Perron, Sofian Oleniuk",English,Two young strangers discover a mysterious spacecraft that catapults them millions of years into the past.,https://www.imdb.com/title/tt9672824,80,,4.4,,,/gLawhwtgRYW23AcDIe6ZUKFXPuJ.jpg,/8Hn4Qp2LXb2T6teZ9ySbWaUCcTj.jpg,True,5.0
236,Tomorrowland,2015,tt1964418,PG,Brad Bird,"George Clooney, Britt Robertson, Hugh Laurie","English, French, Japanese","Bound by a shared destiny, a teen bursting with scientific curiosity and a former boy-genius inventor embark on a mission to unearth the secrets of a place somewhere in time and space that exists in their collective memory.",https://www.imdb.com/title/tt1964418,130,93436322.0,6.4,50.0,60.0,/kziYpr5Nfw60P0My8aj1sgCEqed.jpg,/udYOmbW1JEZjVd726PWHlmptxPi.jpg,True,9.0
237,Total Recall,1990,tt0100802,R,Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Michael Ironside",English,"When a man goes in to have virtual vacation memories of the planet Mars implanted in his mind, an unexpected and harrowing series of events forces him to go to the planet for real - or is he?",https://www.imdb.com/title/tt0100802,113,119412921.0,7.5,82.0,60.0,/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg,/x2wOlXuK4NzPDQ0OBZiJjNNOp6Y.jpg,True,8.0
238,Tron,1982,tt0084827,PG,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner",English,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.,https://www.imdb.com/title/tt0084827,96,33000000.0,6.7,73.0,58.0,/zwSFEczP7AzqugAHHIX3zHniT0t.jpg,/vUmeBHiGp5r2ydd8aEvbNLamTVD.jpg,False,8.0
239,Under the Skin,2013,tt1441395,R,Jonathan Glazer,"Scarlett Johansson, Jeremy McWilliams, Lynsey Taylor Mackay",English,"A mysterious young woman seduces lonely men in the evening hours in Scotland. However, events lead her to begin a process of self-discovery.",https://www.imdb.com/title/tt1441395,108,2614251.0,6.3,84.0,80.0,/55wmcXJIDYITr7JDijJTdvwSaAv.jpg,/eS5OdKN3kRZXQbWRSSCJ4Gh0z26.jpg,True,2.0
240,Upstream Color,2013,tt2084989,Not Rated,Shane Carruth,"Amy Seimetz, Frank Mosley, Shane Carruth",English,"A man and woman are drawn together, entangled in the life cycle of an ageless organism. Identity becomes an illusion as they struggle to assemble the loose fragments of wrecked lives.",https://www.imdb.com/title/tt2084989,96,444098.0,6.5,87.0,81.0,/nkUl1D1KbqW5ux9cAbSxU5f7hOy.jpg,/s1DqTGJ96V0Q8YxL9GZVkJi48jZ.jpg,False,4.0
241,Valerian and the City of a Thousand Planets,2017,tt2239822,PG-13,Luc Besson,"Dane DeHaan, Cara Delevingne, Clive Owen","English, French, Hindi","A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the ...",https://www.imdb.com/title/tt2239822,136,41189488.0,6.4,47.0,51.0,/jfIpMh79fGRqYJ6PwZLCntzgxlF.jpg,/5rYnygKCkmqWuMv1O5yAnzGF8gV.jpg,False,10.0
242,Vanishing Waves,2012,tt2208216,Unrated,Kristina Buozyte,"Marius Jampolskis, Jurga Jutaite, Rudolfas Jansonas","Lithuanian, English, French",A neuron-transfer scientist experiments with the thoughts of a comatose young woman.,https://www.imdb.com/title/tt2208216,124,,6.0,70.0,58.0,/2FDPjmAhKcVj0lLZRFjMRjQXV1D.jpg,/eRZOgO9m7UVOCZx9tLal0bSlck5.jpg,False,9.0
243,Vesper,2022,tt20225374,Not Rated,"Kristina Buozyte, Bruno Samper","Raffiella Chapman, Eddie Marsan, Rosy McEwen",English,"Struggling to survive with her father after the collapse of Earth's ecosystem, 13-year-old Vesper must use her wits, strength and bio-hacking abilities to fight for the future.",https://www.imdb.com/title/tt20225374,114,49493.0,6.0,91.0,70.0,/etvK8ni1adjXU8obDpdUxTTQT6n.jpg,/dxihDyyA6RSAtLZog4l1MYdDqLD.jpg,False,9.0
244,Voyage to the End of the Universe,1963,tt0122111,,Jindrich Polák,"Zdenek Stepánek, Frantisek Smolík, Dana Medrická",Czech,The year is 2163. Starship Ikarie XB 1 embarks on a long journey across the universe to search for life on the planets of Alpha Centauri.,https://www.imdb.com/title/tt0122111,81,,6.9,100.0,,/oAFc4caOvnUF78VtU0kaUU4F6DD.jpg,/tAcQVoPh5OV6aX5CDlHSyBiUDwo.jpg,True,1.0
